COSING Ref No;INCI name;Function
91880;HYDROLYZED LEPIDIUM MEYENII ROOT EXTRACT;SKIN CONDITIONING
87105;HYDROLYZED LIMONIUM LATIFOLIUM;SKIN PROTECTING
90988;HYDROLYZED LINDERA AGGREGATA POLYSACCHARIDES;SKIN PROTECTING
56557;HYDROLYZED LINSEED EXTRACT;SKIN CONDITIONING
90694;HYDROLYZED LINSEED SEED;FILM FORMING, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING
87320;HYDROLYZED LITCHI CHINENSIS FRUIT EXTRACT;SKIN CONDITIONING
82359;HYDROLYZED LOLA IMPLEXA EXTRACT;SKIN PROTECTING
76563;HYDROLYZED LUPINE PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
82210;HYDROLYZED LUPINE PROTEIN OCTENYLSUCCINATE;SKIN PROTECTING
85757;HYDROLYZED LUPINE SEED EXTRACT;HAIR CONDITIONING, SKIN CONDITIONING
82332;HYDROLYZED LUPINUS ALBUS FLOWER EXTRACT;SKIN PROTECTING
87109;HYDROLYZED LYCIUM BARBARUM FRUIT;SKIN CONDITIONING
84184;HYDROLYZED LYCIUM BARBARUM FRUIT EXTRACT ;ANTIOXIDANT, SKIN PROTECTING
93376;HYDROLYZED LYCOPERSICON ESCULENTUM FRUIT EXTRACT;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
92225;HYDROLYZED MAGNOLIA OBOVATA BARK EXTRACT;SKIN CONDITIONING
56558;HYDROLYZED MALLOW LEAF EXTRACT;FILM FORMING, SKIN PROTECTING
97026;HYDROLYZED MALPIGHIA GLABRA FRUIT EXTRACT;FLAVOURING, HUMECTANT
56559;HYDROLYZED MALT EXTRACT;SKIN CONDITIONING
56560;HYDROLYZED MANGIFERA INDICA JUICE EXTRACT;SKIN CONDITIONING
56561;HYDROLYZED MANGO FRUIT;SKIN CONDITIONING, SKIN PROTECTING
82492;HYDROLYZED MANGO JUICE EXTRACT;SKIN CONDITIONING
89077;HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT;SKIN CONDITIONING
34439;HYDROLYZED MAPLE SYCAMORE PROTEIN;HAIR CONDITIONING, SKIN CONDITIONING
90043;HYDROLYZED MELON FRUIT;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
90218;HYDROLYZED METSCHNIKOWIA AGAVES EXTRACT;SKIN PROTECTING
96581;HYDROLYZED METSCHNIKOWIA REUKAUFII EXTRACT;SKIN PROTECTING
98142;HYDROLYZED METSCHNIKOWIA SHANXIENSIS EXTRACT;SKIN PROTECTING
92945;HYDROLYZED MILK;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
56562;HYDROLYZED MILK PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
34441;HYDROLYZED MILLET;SKIN CONDITIONING
87321;HYDROLYZED MILLET SEED EXTRACT;SKIN PROTECTING
56563;HYDROLYZED MILT;HAIR CONDITIONING, SKIN CONDITIONING
86660;HYDROLYZED MILT EXTRACT;SKIN CONDITIONING
56564;HYDROLYZED MONASCUS/RICE FERMENT FILTRATE;SKIN CONDITIONING
85910;HYDROLYZED MORINGA OLEIFERA SEED EXTRACT;SKIN CONDITIONING
94119;HYDROLYZED MORUS ALBA LEAF EXTRACT;HUMECTANT
97257;HYDROLYZED MOTHER OF PEARL EXTRACT;ANTIOXIDANT, ANTIPLAQUE, BLEACHING, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING
56565;HYDROLYZED MULBERRY FRUIT;ASTRINGENT, SKIN PROTECTING
98845;HYDROLYZED MYRICA GALE CALLUS CULTURE LYSATE FILTRATE;ANTIOXIDANT, SKIN CONDITIONING - HUMECTANT
83377;HYDROLYZED MYRTUS COMMUNIS LEAF EXTRACT;SKIN PROTECTING
56566;HYDROLYZED MYTILUS EDULIS BYSSUS;SKIN CONDITIONING
56567;HYDROLYZED NETTLE LEAF EXTRACT;HAIR CONDITIONING, HUMECTANT
95364;HYDROLYZED NYMPHAEA TETRAGONA EXTRACT;ANTIOXIDANT, BLEACHING, SKIN CONDITIONING
34442;HYDROLYZED OAT FLOUR;HAIR CONDITIONING, SKIN CONDITIONING
76567;HYDROLYZED OAT PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
76568;HYDROLYZED OATS;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
85309;HYDROLYZED OLIVE FRUIT;ANTIOXIDANT, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING, UV ABSORBER
83112;HYDROLYZED OLIVE FRUIT EXTRACT;ANTIOXIDANT
56568;HYDROLYZED OLIVE LEAF EXTRACT;SKIN CONDITIONING
86361;HYDROLYZED OPLOPANAX ELATUS ROOT EXTRACT;SKIN CONDITIONING
56569;HYDROLYZED OPUNTIA FICUS-INDICA FLOWER EXTRACT;ABRASIVE, SKIN PROTECTING
96530;HYDROLYZED OPUNTIA HUMIFUSA LEAF EXTRACT;SKIN CONDITIONING, SKIN PROTECTING
83022;HYDROLYZED ORYZANOL;SKIN CONDITIONING
87084;HYDROLYZED OXIDIZED KERATIN;HAIR CONDITIONING, SKIN CONDITIONING
56570;HYDROLYZED OYSTER EXTRACT;SKIN CONDITIONING
56571;HYDROLYZED OYSTER GLYCOPROTEIN;HUMECTANT, SKIN CONDITIONING
85628;HYDROLYZED OYSTER SHELL EXTRACT;SKIN CONDITIONING
91174;HYDROLYZED PALM SOPHOROLIPIDS;SKIN CONDITIONING, SKIN PROTECTING, SURFACTANT - CLEANSING
94234;HYDROLYZED PANAX GINSENG MERISTEM CELL;ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING
94329;HYDROLYZED PANAX GINSENG MERISTEM CELL EXTRACT;ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING
95753;HYDROLYZED PANAX GINSENG ROOT EXTRACT;ANTIOXIDANT
56572;HYDROLYZED PAPAYA FRUIT;SKIN CONDITIONING
56573;HYDROLYZED PASSIFLORA ALATA FRUIT;ASTRINGENT, SKIN PROTECTING
97225;HYDROLYZED PASSIFLORA EDULIS FRUIT JUICE EXTRACT;HUMECTANT, SKIN CONDITIONING
34445;HYDROLYZED PEA;SKIN CONDITIONING
96988;HYDROLYZED PEA EXTRACT;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
76570;HYDROLYZED PEA PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
91657;HYDROLYZED PEA PROTEIN PG-PROPYL SILANETRIOL;HAIR CONDITIONING, SKIN CONDITIONING
34447;HYDROLYZED PEARL;SKIN CONDITIONING
83017;HYDROLYZED PECTIN;SKIN CONDITIONING
87322;HYDROLYZED PEPPER FRUIT EXTRACT;SKIN PROTECTING
91877;HYDROLYZED PERILLA OCYMOIDES CALLUS EXTRACT;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
97626;HYDROLYZED PHAEODACTYLUM TRICORNUTUM EXTRACT;SKIN CONDITIONING
98330;HYDROLYZED PHASEOLUS RADIATUS SEED EXTRACT;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
89944;HYDROLYZED PHOSPHOLIPIDS;SKIN CONDITIONING
93842;HYDROLYZED PHYLLOSTACHYS BAMBUSOIDES;HUMECTANT, SKIN CONDITIONING
91879;HYDROLYZED PHYLLOSTACHYS HETEROCYCLA/CHARCOAL/PAPAIN/BOYSENBERRY FRUIT FERMENT FILTRATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
98042;HYDROLYZED PIG AMNION EXTRACT;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
98101;HYDROLYZED PIG ARTERY EXTRACT;HAIR CONDITIONING, NAIL CONDITIONING, SKIN CONDITIONING
98523;HYDROLYZED PIG FEMUR EXTRACT;ANTI-SEBUM, HAIR CONDITIONING, HUMECTANT, NAIL CONDITIONING, SKIN CONDITIONING
98524;HYDROLYZED PIG INTESTINE EXTRACT;ANTI-SEBUM, HAIR CONDITIONING, HUMECTANT, NAIL CONDITIONING, SKIN CONDITIONING
98525;HYDROLYZED PIG LIVER EXTRACT;ANTI-SEBUM, HAIR CONDITIONING, HUMECTANT, NAIL CONDITIONING, SKIN CONDITIONING
97299;HYDROLYZED PIG PLACENTA EXTRACT;ANTIOXIDANT
98526;HYDROLYZED PIG SKIN EXTRACT;ANTI-SEBUM, HAIR CONDITIONING, HUMECTANT, NAIL CONDITIONING, SKIN CONDITIONING
98522;HYDROLYZED PIG TRACHEA EXTRACT;BINDING, BULKING, DISPERSING NON-SURFACTANT, FRAGRANCE, PERFUMING
87323;HYDROLYZED PINUS DENSIFLORA LEAF EXTRACT;SKIN CONDITIONING
96941;HYDROLYZED PINUS SIBIRICA SEEDCAKE EXTRACT;SKIN CONDITIONING
56574;HYDROLYZED PLACENTAL EXTRACT;SKIN CONDITIONING
76572;HYDROLYZED PLACENTAL PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
56575;HYDROLYZED PLATANUS OCCIDENTALIS EXTRACT;SKIN CONDITIONING
88253;HYDROLYZED PLATYCARYA STROBILACEA FRUIT EXTRACT ;SKIN CONDITIONING
88864;HYDROLYZED PLEUROTUS NEBRODENSIS MYCELIUM EXTRACT ;ANTIOXIDANT, SKIN PROTECTING
96724;HYDROLYZED PLEUROTUS OSTREATUS FRUITING BODY EXTRACT;SKIN CONDITIONING
93462;HYDROLYZED PLUKENETIA VOLUBILIS SEED EXTRACT;EMULSION STABILISING, FILM FORMING, SKIN CONDITIONING
91982;HYDROLYZED POLYGONUM MULTIFLORUM ROOT EXTRACT;SKIN CONDITIONING, SKIN PROTECTING
89408;HYDROLYZED POLYGONUM TATARICUM BUD/SEED EXTRACT;SKIN CONDITIONING
85233;HYDROLYZED PORPHYRA YEZOENSIS;HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING
76573;HYDROLYZED POTATO PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
86852;HYDROLYZED POTATO TUBER EXTRACT;EMULSION STABILISING, HAIR CONDITIONING, SKIN CONDITIONING
56576;HYDROLYZED PROANTHOCYANIDIN;ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING - EMOLLIENT
56577;HYDROLYZED PRUNE SEEDCAKE/MDI COPOLYMER;SKIN PROTECTING
56578;HYDROLYZED PRUNELLA VULGARIS EXTRACT;SKIN PROTECTING
34450;HYDROLYZED PRUNUS DOMESTICA;SKIN CONDITIONING
98197;HYDROLYZED PRUNUS DOMESTICA FRUIT EXTRACT;ANTIMICROBIAL, ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING
87173;HYDROLYZED PSORALEA CORYLIFOLIA EXTRACT;SKIN CONDITIONING
92858;HYDROLYZED PUMPKIN SEEDCAKE;SKIN PROTECTING
90450;HYDROLYZED PUMPKIN SEEDCAKE EXTRACT;SKIN CONDITIONING
97224;HYDROLYZED PUNICA GRANATUM FRUIT EXTRACT;ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING
96085;HYDROLYZED PUNICA GRANATUM MESOCARP EXTRACT;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
91273;HYDROLYZED PYRUS MALUS PECTIN EXTRACT;SKIN CONDITIONING
98635;HYDROLYZED QUEEN BEE EXTRACT;HUMECTANT, SKIN CONDITIONING - HUMECTANT
34451;HYDROLYZED QUINOA;SKIN CONDITIONING
56579;HYDROLYZED RASPBERRY FRUIT;SKIN CONDITIONING
84206;HYDROLYZED RED BLOOD CELLS;SKIN CONDITIONING
76576;HYDROLYZED RETICULIN;HAIR CONDITIONING, SKIN CONDITIONING
56580;HYDROLYZED RHEUM OFFICINALE ROOT EXTRACT;SKIN PROTECTING
85638;HYDROLYZED RHIZOBIAN GUM;FILM FORMING
92521;HYDROLYZED RHODOPHYCEAE EXTRACT;NOT REPORTED
56582;HYDROLYZED RICE BRAN EXTRACT;SKIN CONDITIONING
76577;HYDROLYZED RICE BRAN PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
56583;HYDROLYZED RICE EXTRACT;HAIR CONDITIONING, SKIN CONDITIONING
90391;HYDROLYZED RICE FERMENT LEES;SKIN CONDITIONING
83086;HYDROLYZED RICE LEAF EXTRACT;ANTIOXIDANT, SKIN CONDITIONING
76578;HYDROLYZED RICE PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
76579;HYDROLYZED RNA;HAIR CONDITIONING, SKIN CONDITIONING
76580;HYDROLYZED ROE;SKIN CONDITIONING
96127;HYDROLYZED ROE EXTRACT;HUMECTANT, SKIN CONDITIONING
95754;HYDROLYZED ROSA DAMASCENA FLOWER EXTRACT;ANTIOXIDANT
83085;HYDROLYZED ROYAL JELLY EXTRACT;SKIN CONDITIONING
56584;HYDROLYZED ROYAL JELLY PROTEIN;SKIN CONDITIONING
90469;HYDROLYZED RUMEX CRISPUS ROOT EXTRACT;ANTIMICROBIAL
56585;HYDROLYZED RYE PHYTOPLACENTA EXTRACT;SKIN CONDITIONING
96831;HYDROLYZED SACCHAROMYCES EXTRACT;NOT REPORTED
88132;HYDROLYZED SACCHAROMYCES EXTRACT OCTENYLSUCCINATE;SKIN PROTECTING
83137;HYDROLYZED SACCHAROMYCES/LACTOBACILLUS/UBIQUINONE FERMENT ;REDUCING, SKIN CONDITIONING, SKIN PROTECTING
85736;HYDROLYZED SACCHAROMYCES/SODIUM SELENATE FERMENT EXTRACT;ANTI-SEBORRHEIC, ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING
89280;HYDROLYZED SAFFLOWER FLOWER EXTRACT;SKIN CONDITIONING
92899;HYDROLYZED SALMON OVARY EXTRACT;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
87199;HYDROLYZED SALMON OVARY MEMBRANE EXTRACT;SKIN CONDITIONING
98681;HYDROLYZED SALMON SKIN EXTRACT;SKIN CONDITIONING - HUMECTANT, SKIN PROTECTING
56586;HYDROLYZED SASA VEITCHII EXTRACT;ANTIMICROBIAL, DEODORANT
98727;HYDROLYZED SCABIOSA ARVENSIS CALLUS EXTRACT;ANTIOXIDANT
91441;HYDROLYZED SCHIZOSACCHAROMYCES PROTEIN;SKIN CONDITIONING
83186;HYDROLYZED SCLEROTIUM GUM;FILM FORMING, HUMECTANT, SKIN PROTECTING
96098;HYDROLYZED SEA CUCUMBER EXTRACT;SKIN PROTECTING
94795;HYDROLYZED SEA CUCUMBER PROTEIN;ANTIOXIDANT
56587;HYDROLYZED SERICIN;HAIR CONDITIONING, SKIN CONDITIONING
76581;HYDROLYZED SERUM PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
56588;HYDROLYZED SESAME EXTRACT;SKIN CONDITIONING
56589;HYDROLYZED SESAME PROTEIN;HAIR CONDITIONING, SKIN CONDITIONING
56590;HYDROLYZED SESAME PROTEIN PG-PROPYL METHYLSILANEDIOL;HAIR CONDITIONING, SKIN CONDITIONING
87324;HYDROLYZED SESAME SEED EXTRACT;SKIN CONDITIONING
56591;HYDROLYZED SHEA SEEDCAKE EXTRACT;SKIN CONDITIONING
34459;HYDROLYZED SILK;ANTISTATIC, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING
84221;HYDROLYZED SILK GLAND EXTRACT;HUMECTANT
84222;HYDROLYZED SILK GLAND POWDER;HUMECTANT
56592;HYDROLYZED SILK PG-PROPYL METHYLSILANEDIOL;HAIR CONDITIONING, SKIN CONDITIONING
56593;HYDROLYZED SILK PG-PROPYL METHYLSILANEDIOL CROSSPOLYMER;HAIR CONDITIONING, SKIN CONDITIONING
56594;HYDROLYZED SISYMBRIUM IRIO SEEDCAKE;SKIN PROTECTING
90917;HYDROLYZED SNAIL BODY EXTRACT;SKIN CONDITIONING, SKIN PROTECTING
90139;HYDROLYZED SODIUM CHONDROITIN SULFATE;SKIN CONDITIONING
89079;HYDROLYZED SODIUM DNA;SKIN CONDITIONING
87175;HYDROLYZED SODIUM HYALURONATE;SKIN CONDITIONING
85609;HYDROLYZED SOPHORA JAPONICA FRUIT EXTRACT;ANTIOXIDANT
34460;HYDROLYZED SOY;SKIN CONDITIONING
56595;HYDROLYZED SOY EXTRACT;ANTIOXIDANT, FILM FORMING, SKIN PROTECTING, VISCOSITY CONTROLLING
56596;HYDROLYZED SOY FLOUR;SKIN CONDITIONING
76584;HYDROLYZED SOY PROTEIN;ANTISTATIC, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING
82874;HYDROLYZED SOY PROTEIN EXTRACT;SKIN CONDITIONING
56597;HYDROLYZED SOY PROTEIN PG-PROPYL METHYLSILANEDIOL;HAIR CONDITIONING, SKIN CONDITIONING
56598;HYDROLYZED SOY PROTEIN/DIMETHICONE PEG-7 ACETATE;HAIR CONDITIONING
56599;HYDROLYZED SOY PROTEIN/VEGETABLE AMINO ACIDS/LYSINE HYDROXYPROPYLTRIMONIUM CHLORIDE;HAIR CONDITIONING, SKIN CONDITIONING
97687;HYDROLYZED SOY PULP FERMENT;HUMECTANT, SKIN CONDITIONING
34463;HYDROLYZED SOY STARCH;SKIN CONDITIONING
98087;HYDROLYZED SOYBEAN ADVENTITIOUS ROOT EXTRACT;HAIR CONDITIONING, SKIN CONDITIONING
91878;HYDROLYZED SOYBEAN CALLUS EXTRACT;BLEACHING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
82280;HYDROLYZED SOYBEAN EXTRACT;SKIN CONDITIONING
88237;HYDROLYZED SOYBEAN FIBER;SKIN PROTECTING
91869;HYDROLYZED SOYBEAN PALMITATE;SKIN CONDITIONING
89195;HYDROLYZED SOYBEAN SEED ;SKIN CONDITIONING
56600;HYDROLYZED SOYBEAN SEEDCAKE/MDI COPOLYMER;SKIN PROTECTING
56601;HYDROLYZED SOYMILK PROTEIN;SKIN CONDITIONING
93994;HYDROLYZED SPIDER WEB;SKIN CONDITIONING
76586;HYDROLYZED SPINAL PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
56602;HYDROLYZED SPONGE;SKIN CONDITIONING
87446;HYDROLYZED SPONGE EXTRACT;FILM FORMING, SKIN CONDITIONING
88998;HYDROLYZED SPONGIN;SKIN CONDITIONING
86952;HYDROLYZED STARCH;HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING
56603;HYDROLYZED STARFISH EXTRACT;SKIN CONDITIONING
56682;HYDROLYZED STRAWBERRY FRUIT;ASTRINGENT, SKIN PROTECTING
97267;HYDROLYZED STURGEON CARTILAGE EXTRACT;SKIN CONDITIONING, SKIN PROTECTING
90385;HYDROLYZED STURGEON EXTRACT;HUMECTANT, SKIN CONDITIONING
90449;HYDROLYZED STURGEON OVARY MEMBRANE EXTRACT;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
86944;HYDROLYZED SULFONATED KERATIN;HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING - EMOLLIENT
97111;HYDROLYZED SUNFLOWER CALLUS CULTURE LYSATE FILTRATE;ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING
56683;HYDROLYZED SUNFLOWER SEED WAX;HAIR CONDITIONING, SKIN CONDITIONING
76678;HYDROLYZED SWEET ALMOND PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
84692;HYDROLYZED SWEET ALMOND SEEDCAKE;HAIR CONDITIONING
85819;HYDROLYZED SWIFTLET NEST;SKIN CONDITIONING
82956;HYDROLYZED SWIFTLET NEST EXTRACT;SKIN CONDITIONING
95192;HYDROLYZED SYZYGIUM SAMARANGENSE FRUIT EXTRACT;ANTIOXIDANT, SKIN CONDITIONING
90462;HYDROLYZED TABEBUIA IMPETIGINOSA LEAF EXTRACT;ANTIMICROBIAL
56684;HYDROLYZED TAMARINDUS INDICA SEED EXTRACT;SKIN CONDITIONING
96010;HYDROLYZED TAMARINDUS INDICA SEED POLYSACCHARIDE;FILM FORMING, SKIN CONDITIONING, VISCOSITY CONTROLLING
96725;HYDROLYZED TARAXACUM SINICUM EXTRACT;SKIN CONDITIONING
93242;HYDROLYZED THEOBROMA CACAO SEED BUTTER;CLEANSING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING
96049;HYDROLYZED THEOBROMA CACAO SEED MEAL;SKIN CONDITIONING
56685;HYDROLYZED THEOBROMA GRANDIFLORUM FRUIT;ASTRINGENT, SKIN PROTECTING
93015;HYDROLYZED THUJA ORIENTALIS SEED EXTRACT;BLEACHING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
56686;HYDROLYZED THYMUS EXTRACT;SKIN CONDITIONING
87325;HYDROLYZED TIGER PRAWN EXTRACT;SKIN CONDITIONING - EMOLLIENT
86126;HYDROLYZED TOMATO SKIN;SKIN CONDITIONING
90069;HYDROLYZED TORULASPORA DELBRUEKII EXTRACT;SKIN PROTECTING
87528;HYDROLYZED TREMELLA FUCIFORMIS POLYSACCHARIDE;HUMECTANT, SKIN CONDITIONING - EMOLLIENT
88403;HYDROLYZED TREMELLA FUCIFORMIS SPOROCARP EXTRACT;ANTIOXIDANT, FILM FORMING, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING
85885;HYDROLYZED TRIGONELLA FOENUM-GRAECUM SEED EXTRACT;FILM FORMING, HUMECTANT, SKIN CONDITIONING
87193;HYDROLYZED TRITICUM MONOCOCCUM SEED EXTRACT;SKIN CONDITIONING
88038;HYDROLYZED TRITICUM SPELTA STARCH;SKIN CONDITIONING
83902;HYDROLYZED TYPHA ANGUSTIFOLIA POLLEN/ROOT EXTRACT ;ANTIOXIDANT, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING
56687;HYDROLYZED ULVA LACTUCA EXTRACT;SKIN CONDITIONING
90837;HYDROLYZED ULVA PERTUSA EXTRACT;SKIN CONDITIONING
91600;HYDROLYZED UMBILICAL EXTRACT;SKIN CONDITIONING
89711;HYDROLYZED VA/VINYL ACETOACETATE COPOLYMER;BINDING, FILM FORMING, NAIL CONDITIONING, SURFACTANT - EMULSIFYING
92269;HYDROLYZED VACCINIUM MYRTILLUS LEAF EXTRACT;SKIN PROTECTING
93454;HYDROLYZED VACCINIUM VITIS-IDAEA FRUIT;SKIN CONDITIONING
76679;HYDROLYZED VEGETABLE PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
56688;HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL;HAIR CONDITIONING, SKIN CONDITIONING
91367;HYDROLYZED VERBASCUM THAPSUS FLOWER;ANTIOXIDANT, SKIN PROTECTING
56689;HYDROLYZED VIOLA TRICOLOR EXTRACT;SKIN PROTECTING
89993;HYDROLYZED VITIS LABRUSCA SKIN EXTRACT;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
86853;HYDROLYZED WALNUT EXTRACT;ANTIOXIDANT, ASTRINGENT, HAIR CONDITIONING, SKIN CONDITIONING
85308;HYDROLYZED WHEAT BRAN;ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING, UV ABSORBER
88899;HYDROLYZED WHEAT BRAN EXTRACT ;BLEACHING
56690;HYDROLYZED WHEAT FLOUR;SKIN CONDITIONING
88135;HYDROLYZED WHEAT GERM EXTRACT;ANTIOXIDANT, SKIN CONDITIONING
76680;HYDROLYZED WHEAT GLUTEN;MOISTURISING, SKIN CONDITIONING, SKIN PROTECTING
82873;HYDROLYZED WHEAT GLUTEN EXTRACT;SKIN CONDITIONING
76681;HYDROLYZED WHEAT PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
56691;HYDROLYZED WHEAT PROTEIN PG-PROPYL METHYLSILANEDIOL;HAIR CONDITIONING, SKIN CONDITIONING
56692;HYDROLYZED WHEAT PROTEIN PG-PROPYL SILANETRIOL;HAIR CONDITIONING, SKIN CONDITIONING
56694;HYDROLYZED WHEAT PROTEIN/CYSTINE BIS-PG-PROPYL SILANETRIOL COPOLYMER;HAIR CONDITIONING
56693;HYDROLYZED WHEAT PROTEIN/DIMETHICONE PEG-7 ACETATE;FILM FORMING, SKIN CONDITIONING
56695;HYDROLYZED WHEAT PROTEIN/DIMETHICONE PEG-7 PHOSPHATE COPOLYMER;FILM FORMING, SKIN CONDITIONING
34471;HYDROLYZED WHEAT PROTEIN/PEG-20 ACETATE COPOLYMER;HAIR CONDITIONING
56696;HYDROLYZED WHEAT PROTEIN/PVP CROSSPOLYMER;FILM FORMING, HAIR CONDITIONING, HAIR FIXING
34472;HYDROLYZED WHEAT STARCH;SKIN CONDITIONING, VISCOSITY CONTROLLING
95152;HYDROLYZED WHEY;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
87177;HYDROLYZED WHEY PROTEIN;SKIN CONDITIONING
90113;HYDROLYZED WINTERGREEN EXTRACT;SKIN CONDITIONING
56697;HYDROLYZED WOOL;HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING
95022;HYDROLYZED WOOL CUTICLE PROTEIN;HAIR CONDITIONING, SKIN CONDITIONING
88867;HYDROLYZED XANTHOMONAS CAMPESTRIS POLYSACCHARIDE;BLEACHING
90438;HYDROLYZED XANTHOMONAS CAMPESTRIS POLYSACCHARIDES;SKIN CONDITIONING
56698;HYDROLYZED XYLAN;SKIN CONDITIONING
76684;HYDROLYZED YEAST;HAIR CONDITIONING, SKIN CONDITIONING
56699;HYDROLYZED YEAST EXTRACT;SKIN CONDITIONING
76685;HYDROLYZED YEAST PROTEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
83113;HYDROLYZED YOGURT;HAIR CONDITIONING
85283;HYDROLYZED YOGURT PROTEIN;HAIR CONDITIONING, SKIN CONDITIONING
88073;HYDROLYZED ZANTHOXYLUM PIPERITUM SEED EXTRACT;SKIN CONDITIONING
76686;HYDROLYZED ZEIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING
98479;HYDROLYZED ZIZANIA LATIFOLIA LEAF/STEM EXTRACT;HUMECTANT, SKIN CONDITIONING
88736;HYDROPUNTIA EDULIS CALLUS CULTURE EXTRACT;SKIN CONDITIONING
76687;HYDROQUINONE;LIGHT STABILIZER
97670;HYDROXY METHYLOCTYLPHENOL;SKIN CONDITIONING, SKIN PROTECTING
85695;HYDROXY METHYLPHENYLPYRIDINONE;SKIN CONDITIONING
92848;HYDROXY OXOBENZOXATHIOL;ASTRINGENT
96746;HYDROXY TETRAMETHYLPIPERIDINE OXIDE;ANTIOXIDANT
89961;HYDROXY/METHOXY SOYBEAN OIL;HAIR CONDITIONING, SKIN CONDITIONING
90948;HYDROXYACETOPHENONE;ANTIOXIDANT
83027;HYDROXYANASATIL RETINOATE;SKIN CONDITIONING
34478;HYDROXYANTHRAQUINONEAMINOPROPYL METHYL MORPHOLINIUM METHOSULFATE;HAIR DYEING
34479;HYDROXYAPATITE;ABRASIVE, BULKING, ORAL CARE, SKIN CONDITIONING
85930;HYDROXYBENZALDEHYDE;FRAGRANCE, PERFUMING
34480;HYDROXYBENZOMORPHOLINE;HAIR DYEING
87058;HYDROXYBENZYL ALCOHOL;SKIN CONDITIONING
91944;HYDROXYBUTYL METHACRYLATE;BINDING
34481;HYDROXYBUTYL METHYLCELLULOSE;BINDING, EMULSION STABILISING, FILM FORMING, LIGHT STABILIZER, VISCOSITY CONTROLLING
91905;HYDROXYBUTYRIC ACID/HYDROXYPENTANOIC ACID COPOLYMER;ABRASIVE, SKIN CONDITIONING, VISCOSITY CONTROLLING
