COSING Ref No;INCI name;Function
59791; EXTRATO DE FRUTA DE HATCH JAPONÊS;CONDICIONAMENTO DA PELE
95491; EXTRATO DE CASCA DE TRAPA JAPÔNICA;UMECTANTE, CONDICIONADOR DA PELE
91321; EXTRATO DE CASCA DE NATAÇÃO TRAPA;CONDICIONAMENTO DA PELE
80292;TREALOSE;UMECTANTE, HIDRATANTE
83904;CLORETO DE TREALOSE HIDROXIPROPILTRIMÔNIO;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
92874;ÉSTERES DE ISOESTEARATO DE TREALOSE;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59792;TREALOSE UNDECYLENOATE;LIMPEZA, CONDICIONAMENTO CAPILAR, SURFACTANTE - LIMPEZA
98074;TREHANGELINS;CONDICIONAMENTO DA PELE
59793;EXTRATO DE TREMELLA FUCIFORMIS;UMECTANTE, CONDICIONADOR DA PELE
98143;EXTRATO DE FILTRADO DE FERMENTO DE TREMELLA FUCIFORMIS;CONDICIONAMENTO DA PELE
97579;EXTRATO DE CORPO DE FRUTIFICAÇÃO DE TREMELLA FUCIFORMIS;UMECTANTE, CONDICIONADOR DA PELE
83021;POLISSACARÍDEO DE TREMELLA FUCIFORMIS; ESTABILIZADOR DE EMULSÃO, FORMADOR DE FILME, CONDICIONADOR DA PELE
59794; EXTRATO DE ESPOROCARPO DE TREMELLA FUCIFORMIS;ANTIOXIDANTE, CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR PELE
95783;TRI (POLIGLICERIL-3/LAURIL) TRILINOLEATO HIDROGENADO;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80298;TRI-C12-13 ALQUIL CITRATO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59802;TRI-C12-15 PARETH-10 FOSFATO;LIMPEZA, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
59803;TRI-C12-15 PARETH-2 FOSFATO;LIMPEZA, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
59804;TRI-C12-15 PARETH-6 FOSFATO;LIMPEZA, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
59805;TRI-C12-15 PARETH-8 FOSFATO;LIMPEZA, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80299;TRI-C14-15 ALQUIL CITRATO;PLASTIFICANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
59880;TRI-PPG-3 CITRATO DE ÉTER MIRISTIL;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
38645;TRIACETIN;ANTIMICROBIANO, FORMADOR DE FILME, FRAGRÂNCIA, PLASTIFICANTE, SOLVENTE
59795;TRIACETIL RETINOL FITOESFINGOSINA;CONDICIONAMENTO DA PELE
82232;TRIACONTANYL PVP;FORMADOR DE FILME, UMECTANTE, CONTROLADOR DE VISCOSIDADE
86153;TRIACONTENO/VP COPOLÍMERO;ESTABILIZADOR DE EMULSÃO, FORMADOR DE FILME
80294;TRIARAQUIDINA;CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, SURFACTANTE - EMULSIONANTE, CONTROLADOR DA VISCOSIDADE
38647; TRIBEHENINA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59796;ÉSTERES DE TRIBEENINA PEG-20;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
59797;TRIBENZOÍNA;FRAGRÂNCIA, CONDICIONAMENTO DA PELE
59798;TRIBENZOIL TRIRICINOLEÍNA;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE, CONDICIONAMENTO PELE - EMOLIENTE
59799;EXTRATO DE TRIBULUS TERRESTRIS;CONDICIONAMENTO DA PELE
59800; EXTRATO DE FRUTOS DA TERRA TRIBULUS;CONDICIONAMENTO DA PELE
59801;PÓ DE FRUTA DE TRIBULUS TERRESTRIS;ABRASIVO, FRAGRÂNCIA, PROTETOR DA PELE
82743; EXTRATO DE TERRA TRIBULUS/TRONCO;CONDICIONAMENTO DA PELE
82742;EXTRATO DE RAIZ DE TRIBULUS TERRESTRIS;CONDICIONAMENTO DA PELE
82744;PÓ DE RAIZ DE TRIBULUS TERRESTRIS;CONDICIONAMENTO DA PELE
38648;CITRATO DE TRIBUTILA;FORMADOR DE FILME, PLASTIFICANTE, SOLVENTE
38649;TRIBUTILCRESILBUTANO;FORMADOR DE FILME, PLASTIFICANTE, SOLVENTE
80300;FOSFATO TRICÁLCICO;ABRASIVO, ANTI-AGRESSIVOS, FRAGRÂNCIA, OPACIFICANTE, CUIDADOS BUCAIS
80301;TRICAPRINA;FRAGRÂNCIA, PERFUMARIA, CONDICIONAMENTO DA PELE
80302;TRICAPRILINA;FRAGRÂNCIA, PERFUMARIA, CONDICIONAMENTO DA PELE
80303;CITRATO DE TRICAPRILILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59806;TRICAPRYLIL/TRIMELITATE DE CAPRYL;PLASTIFICANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
80304;TRICETEARETH-4 FOSFATO;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80305;TRICETETH-5 FOSFATO;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80306;TRICETIL FOSFATO;FORMADOR DE FILME, PLASTIFICANTE
38659;CLORETO DE TRICETILMÔNIO;ANTIESTÁTICO, CONDICIONADOR CAPILAR
59807;EXTRATO DE TRICHILIA CATÍGUA;CONDICIONAMENTO DA PELE
59808;MANTEIGA DE SEMENTE DE TRICHILIA EMETICA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
85549;ÓLEO DE SEMENTE DE TRICHILIA EMETICA PEG-8 ÉSTERES;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
85423;ÓLEO DE SEMENTE DE TRICHILIA EMETICA ÉSTERES DE POLIGLICERIL-6;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
59809;MANTEIGA DE SEMENTES DE TRICHILIA ROKA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38660;TRICLOROETANO;SOLVENTE
41144; ACETATO DE TRICLOROMETILFENILCARBINIL;PERFUMAÇÃO
80309;ÓLEO DE TRICODESMA ZEYLANICUM;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
85673;EXTRATO DE TRICOLOMA MAGNIVELARE;ANTIMICROBIANO, ANTIOXIDANTE, HUMECTANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
59810;EXTRATO DE TRICOLOMA MATSUTAKE;CONDICIONAMENTO DA PELE
94978;TRICHOLOMA MATSUTAKE FILTRADO DE FERMENTO;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
94977;MICÉLIO DE TRICOLOMA MATSUTAKE;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
97978;EXTRATO DE MICELIUM DE TRICOLOMA MATSUTAKE;CONDICIONAMENTO DA PELE
88623;EXTRATO DE FERMENTO DE MICELIO DE TRICOLOMA MATSUTAKE;HUMECTANTE, PROTETOR DA PELE
83057;TRICHOLOMA MATSUTAKE EM PÓ;CONDICIONAMENTO DA PELE
59811;EXTRATO DE RAIZ DE TRICOSANTOS CUCUMERINA;CONDICIONAMENTO DA PELE
96763;EXTRATO DE TRICHOSANTHES KIRILOWII;CONDICIONAMENTO DA PELE
86259;EXTRATO DE FRUTA DE TRICHOSANTHES KIRILOWII;CONDICIONAMENTO DA PELE
59812;TRICHOSANTHES KIRILOWII FRUTA EM PÓ;ABRASIVO, FRAGRÂNCIA, PROTETOR DA PELE
59813;EXTRATO DE RAIZ DE TRICHOSANTHES KIRILOWII;PROTEÇÃO DA PELE
90308;EXTRATO DE SEMENTE DE TRICHOSANTHES KIRILOWII;UMECTANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
86260;SUCO DE CAULE DE TRICHOSANTHES KIRILOWII;CONDICIONAMENTO DA PELE
38662;TRICLOCARBAN;ANTIMICROBIANO, DESODORANTE, CONSERVANTE
38663;TRICLOSAN;ANTIMICROBIANO, DESODORANTE, CONSERVANTE
84631;FOSFATO TRICRESIL;PLASTIFICADOR
41145;TRICICLODECANO-4,8-DIMETANOL;PERFUMAÇÃO
41146;TRICICLODECANO-8-ONA;PERFUMAÇÃO
91748;DIACRILATO DE TRICICLODECANEDIMETANOL;CONDICIONAMENTO DA PELE
94515;TRICLODECANEDIMETIL DIMETACRILATO;VINCULATIVO
93166;ISONONANOATO DE TRICICLODECANOMETILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
93167;ISOESTEARATO DE TRICICLODECANOMETILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
93162;NEOPENTANOATO DE TRICICLODECANOMETILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59814;TRICICLODECENIL PROPIONATO;DESODORANTE, FRAGRÂNCIA, PERFUMANTE
41147;TRICICLODECILIDENO BUTANAL;PERFUMAÇÃO
41148;TRICICLOPENTADIENO;PERFUMAÇÃO
41154;TRIDEC-2-ENENITRILA;PERFUMAÇÃO
41151;TRIDECAN-2-ONE;PERFUMAÇÃO
41149;TRIDECANAL;PERFUMAÇÃO
41150;TRIDECANO;PERFUMAÇÃO
59815;TRIDECAPEPTÍDEO-1;CONDICIONAMENTO DA PELE
41153;TRIDECENÁRIO;PERFUMAÇÃO
80313;TRIDECETH-10;LIMPEZA, SURFACTANTE - LIMPEZA
80314;TRIDECETH-10 FOSFATO;LIMPEZA, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80315;TRIDECETH-11;LIMPEZA, SURFACTANTE - LIMPEZA
80316;TRIDECETH-12;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80317;TRIDECETH-15;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80318;ÁCIDO CARBOXÍLICO TRIDECETH-15;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
59816;TRIDECETH-18;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80319;ÁCIDO CARBOXÍLICO TRIDECETH-19;LIMPEZA, ESPUMA, SURFACTANTE - LIMPEZA
80320;TRIDECETH-2;SURFACTANTE - EMULSIONANTE
80321;TRIDECETH-2 CARBOXAMIDA MEA;SURFACTANTE - LIMPEZA, SURFACTANTE - AUMENTO DE ESPUMA, CONTROLE DE VISCOSIDADE
80322;TRIDECETH-20;LIMPEZA, SURFACTANTE - EMULSIONANTE
80323;TRIDECETH-21;LIMPEZA, SURFACTANTE - LIMPEZA
80324;TRIDECETH-3;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80325;ÁCIDO CARBOXÍLICO TRIDECETH-3;LIMPEZA, ESPUMA, SURFACTANTE - LIMPEZA
80326;TRIDECETH-3 FOSFATO;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
59817;TRIDECETH-4;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80327;ÁCIDO CARBOXÍLICO TRIDECETH-4;LIMPEZA, ESPUMA, SURFACTANTE - LIMPEZA
80328;TRIDECETH-5;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80329;TRIDECETH-50;LIMPEZA, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80330;TRIDECETH-6;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80331;TRIDECETH-6 FOSFATO;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80332;TRIDECETH-7;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80333;ÁCIDO CARBOXÍLICO TRIDECETH-7;LIMPEZA, ESPUMA, SURFACTANTE - LIMPEZA
80334;TRIDECETH-8;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
59818;ÁCIDO CARBOXÍLICO TRIDECETH-8;LIMPEZA, SURFACTANTE - LIMPEZA
80335;TRIDECETH-9;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
59819;TRIDECETH-9 PG-AMODIMETICONE;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
80336;ÁLCOOL TRIDECÍLICO;EMULSÃO ESTABILIZANTE, FRAGRÂNCIA, REENGORDURANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, CONTROLADOR DA VISCOSIDADE
38689;BEHENATO DE TRIDECILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38690;COCATO DE TRIDECILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
80339;ERUCATO DE TRIDECILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38692;TRIDECIL ETILHEXANOATO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38693;ISONONANOATO DE TRIDECILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59820;TRIDECIL LAURATO;CONDICIONAMENTO DA PELE
38694;TRIDECIL MIRISTATO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38695;NEOPENTANOATO DE TRIDECILA;LIGAÇÃO, CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38696;SALICILATO DE TRIDECILA;ANTIESTÁTICO, CONDICIONADOR DA PELE
38697;ESTEARATO DE TRIDECILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38698;TRIDECIL ESTEAROIL ESTEARATO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38699;TRIDECIL TRIMELITATE;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38700;ÁCIDO TRIDECILBENZENOSULFÔNICO;LIMPEZA, ESPUMA, SURFACTANTE - LIMPEZA
88248;EXTRATO DE FLOR DE TRENTALIS EUROPAEA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
80349;TRIERUCINA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, CONTROLE DE VISCOSIDADE
38702;TRIETANOLAMINA;AMORTECIMENTO, FRAGRÂNCIA, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
93161;SESQUISTEARATO DE TRIETANOLAMINA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38703;TRIETÔNIO COLÁGENO HIDROLISADO ETOSSULFATO;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
59822;TRIETOXICAPRILILSILANO;VINCULATIVO
59823;COPOLÍMERO DE TRIETOXISILILETIL DIMETICONE/METICONE;CONDICIONAMENTO DA PELE
59824;TRIETOXISILILETIL POLIDIMETILSILOXIETIL DIMETICONE;CONDICIONAMENTO DA PELE
59825;TRIETOXISILILETIL POLIDIMETILSILOXIETIL HEXIL DIMETICONE;CONDICIONAMENTO DA PELE
89968;TRIETOXISILILPROPIL ACETIL HIDROXIPROLINATO;FORMAÇÃO DE FILME
89219;CLORETO DE TRIETOXISILILPROPIL ESTEARDIMÔNIO;ANTIMICROBIANO, LIMPEZA, DESODORANTE, SURFACTANTE - LIMPEZA
87155;TRIETOXISILILPROPILCARBAMOIL ETOXIPROPIL BUTIL DIMETICONE;SURFACTANTE - LIMPEZA
80375;CITRATO DE TRIETILA;FRAGRÂNCIA, PERFUMANTE, PLASTIFICANTE
59826;FOSFATO DE TRIETILA;SOLVENTE
94127;TRIETILAMINA;ESTABILIZADOR DE EMULSÃO
91176;HEXILSALICILATO DE TRIETILAMINA;CORANTE
93509;COPOLÍMERO DE TRIETILAMÔNIO DMPA/IPDI;CONDICIONAMENTO DAS UNHAS
80352;TRIETILENOGLICOL;FRAGRÂNCIA, PERFUMARIA, CONTROLE DE VISCOSIDADE
59827;DIBENZOATO DE TRIETILENOGLICOL;PLASTIFICANTE, CONTROLADOR DE VISCOSIDADE
85087;TRIETILENOGLICOL DIMETACRILATO;CONDICIONAMENTO DAS UNHAS
80353;ROSINATO HIDROGENADO DE TRIETILENOGLICOL;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, CONTROLE DE VISCOSIDADE
59828;ROSINATO DE TRIETILENOGLICOL;FORMADOR DE FILME, PLASTIFICANTE
95591;TRIETILENETETRAMINA HCL;QUELANTE
80354;TRIETILHEXANOÍNA;FRAGRÂNCIA, CONDICIONAMENTO CAPILAR, PERFUMARIA, CONDICIONAMENTO DA PELE
80355;CITRATO DE TRIETIL-HEXILA;PLASTIFICANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
80356;TRIMELITATATO DE TRIETIL-HEXILA;PLASTIFICANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
98756;ÁCIDO TRIFLUOROACÉTICO;AJUSTADORES DE pH
59830;TRIFLUOROACETIL TRIPÉPTIDO-2;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
82290;TRIFLUOROETIL METACRILATO;FORMAÇÃO DE FILME
80357;TRIFLUOROMETIL C1-4 ALQUIL DIMETICONE;CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE PELE
90783;TRIFLUOROMETIL DESIDROLATANOPROSTA;NÃO RELATADO
95052;TRIFLUOROMETILBIPIRIDIL BROMOBENZIMIDAZOL;CONDICIONAMENTO DA PELE
97078;TRIFLUOROMETILFENETIL MESALAZINA;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
59831;TRIFLUOROPROPIL CICLOPENTASILOXANO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
59832;TRIFLUOROPROPIL CICLOTETRASILOXANO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
95440;TRIFLUOROPROPIL CICLOTRISILOXANO;PLASTIFICADOR
59833;TRIFLUOROPROPIL DIMETICONE;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
59835;TRIFLUOROPROPIL DIMETICONE/POLÍMERO CROSSPOLYMER PEG-10;CONDICIONADOR DA PELE, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE, CONTROLADOR DE VISCOSIDADE
59834;TRIFLUOROPROPIL DIMETICONE/TRIFLUOROPROPIL DIVINILDIMETICONE CROSSPOLÍMERO;CONDICIONADOR DA PELE, SURFACTANTE - LIMPEZA, CONTROLE DE VISCOSIDADE
59836;TRIFLUOROPROPIL DIMETICONE/VINIL TRIFLUOROPROPIL DIMETICONE/SILSESQUIOXANO CROSSPOLÍMERO;CONTROLE DE VISCOSIDADE
59837;TRIFLUOROPROPIL DIMETICONOL;CONDICIONAMENTO DA PELE
59839;TRIFLUOROPROPIL METICONE;CONDICIONAMENTO DA PELE
59838;TRIFLUOROPROPILDIMETÍLICO/TRIMETILSILOXISILICATO;LIGAÇÃO, CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
88354;TRIFLUOROPROPYLDIMETHYLSILOXY/TRIMETHYLSILOXY SILSESQUIOXANE;FORMAÇÃO DE FILME
83468; EXTRATO DE TRIFÓLIO PRATENSE;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
84269;FLOR DE TRIFÓLIO PRATENSE;CONDICIONAMENTO DA PELE
59842; EXTRATO DE FLOR DE TRIFOLIUM PRATENSE;ADSTRINGENTE, FRAGRÂNCIA
84270; FLOR DE TRIFOLIUM PRATENSE/FOLHA/SUCO DE CALMÃO;CONDICIONAMENTO DA PELE
91397; FLOR DE TRIFOLIUM PRATENSE/FOLHA/ÁGUA DE TRONCO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59840; EXTRATO DE FOLHA DE TRIFÓLIO PRATENSE;ANTIOXIDANTE, CONDICIONADOR DA PELE
84081; EXTRATO DE SEMENTES DE TRIFOLIUM PRATENSE;ANTIOXIDANTE
59841;EXTRATO DE SIMBIOSSOMO DE TRIFÓLIO PRATENSE;ANTIOXIDANTE, CONDICIONADOR DA PELE
96243;TRIFOLIUM PRATENSE/VIGNA RADIATA) EXTRATO DE BROTOS;ANTIOXIDANTE
59844;EXTRATO DE TRIFÓLIO REPENS;ANTIOXIDANTE, CONDICIONADOR DA PELE
89125;EXTRATO DE BROTOS DE TRIFÓLIO REPENS;CONDICIONAMENTO DA PELE
59845;CITRATO DE TRIGLICERÉT-7;UMECTANTE, CONDICIONADOR DA PELE
59846; EXTRATO DE SIMBIOSSOMO DE TRIGONELLA FOENUM;ANTIOXIDANTE, CONDICIONADOR DA PELE
59847; EXTRATO DE FRUTA DE TRIGONELLA FOENUM-GREECUM;FRAGRÂNCIA, CONDICIONAMENTO DA PELE
59848; CLORETO DE TRIGONELLA FOENUM-GREECUM HIDROXIPROPILTRIMÔNIO;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
80358; EXTRATO DE SEMENTES DE TRIGONELLA FOENUM-GREECUM;PERFUMAÇÃO, CONDICIONAMENTO DA PELE
41157; ÓLEO DE SEMENTE DE TRIGONELLA FOENUM-GREECUM;PERFUMAÇÃO
95678; SUCO DE BROTO DE TRIGONELLA FOENUM-GREECUM;CONDICIONAMENTO DA PELE
92266; EXTRATO DE CALO PEDUCULAR DE TRIGONOTIS;CONDICIONAMENTO DA PELE
96373; EXTRATO DE TRIGONOTIS PEDUCULARIS;HUMECTANTE
80359; TRIHEPTANOÍNA;CONDICIONADOR DA PELE, SURFACTANTE - LIMPEZA, CONTROLE DE VISCOSIDADE
80360;TRIHEPTILUNDECANOÍNA;REENGODIFICANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, CONTROLADOR DA VISCOSIDADE
80361;CITRATO DE TRI-HEXILDECILA;PLASTIFICANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
85927;TRI-HIDROXIAURONA;CONDICIONAMENTO DA PELE
86823;TRI-HIDROXICALCONA;CONDICIONAMENTO DA PELE - EMOLIENTE
95744;TRI-HIDROXIDROCALCONA;CONDICIONAMENTO DA PELE
38716;TRI-HIDROXIMETOXISTEARINA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38717;ÉTER TRIDROXIPALMITAMIDO-HIDROXIPROPÍLICO-MIRISTIL;CONDICIONAMENTO DA PELE
38718;TRI-HIDROXISTEARINA;CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
38719;CITRATO DE TRIISOCETILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59849;TRIISODECIL TRIMELITATE;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38720;TRISONONANOÍNA;CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
80367;TRIISOPALMITINA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, CONTROLE DE VISCOSIDADE
38722;TRIISOPROPANOLAMAÇÃO;BUFFER
80369;CITRATO DE TRIISOPROPILA;CONDICIONAMENTO DA PELE - EMOLIENTE
38724;TRILINOLEATO DE TRIISOPROPILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38725; TRISOSTEARINA;CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
80372;ÉSTERES DE PEG-6 DE TRISOSTEARINA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, SURFACTANTE - LIMPEZA
91839;TRIISOSTEAROIL 3-GLICERIL ASCORBATO;UMECTANTE, CONDICIONADOR DA PELE
59850;TRIISOSTEAROIL POLIGLICERIL-3 DÍMERO DILINOLEATO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38727;CITRATO DE TRIISOSTEARYL;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
80374;TRILINOLEATO DE TRIISOSTEARIL;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, CONTROLE DE VISCOSIDADE
91922;TRIISOTRIDECIL TRIMELITATE;CONDICIONAMENTO DA PELE
80376;TRILACTIN;UMECTANTE, HIDRATANTE, CONDICIONADOR DA PELE
80377;TRILANETH-4 FOSFATO;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE, CONTROLADOR DE VISCOSIDADE
80378;TRILAURET-4 FOSFATO;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
59851;CITRATO DE TRILAURETH-9;LIMPEZA, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
38732;TRILAURINA;CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
38733;CITRATO DE TRILAURILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38734;FOSFATO DE TRILAURILA;PLASTIFICANTE, CONDICIONADOR DE PELE, SURFACTANTE - LIMPEZA
38735;TRILAURILAMINA;ANTIESTÁTICO
38736;ÁCIDO TRILINOLEICO;REENGODIFICANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, CONTROLADOR DA VISCOSIDADE
80384;TRILINOLEÍNA;CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
80385;TRILINOLENO;REENGODIFICANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, CONTROLADOR DA VISCOSIDADE
38739;FOSFATO TRIMAGNÉSICO;ANTICAGONISTA, VOLUMOSO, OPACIFICANTE
95922;ANIDRIDO TRIMELÍTICO;NÃO RELATADO
41159;TRIMETÓXI-2-VINILTETRA-HIDROPIRANO;PERFUMAÇÃO
93656;TRIMETOXIBENZIL ACETILSINAPATO;BRANQUEAMENTO
90949;TRIMETOXIBENZILIDENO PENTANODIONA;ANTIOXIDANTE, QUELANTE, PROTETOR DA PELE
38740;TRIMETOXICAPRILILSILANO;LIGAÇÃO, ALISAMENTO
59852;TRIMETOXISILIL DIMETICONE;CONDICIONAMENTO DA PELE
59853;TRIMETIL HIDROXIMETIL CICLOHEXANOL;CONDICIONAMENTO DA PELE
59854;ISOBUTIRATO DE TRIMETIL HIDROXIPENTILA;PLASTIFICADOR
59855;TRIMETIL PENTANOL HIDROXIETIL ÉTER;SOLVENTE, CONTROLE DE VISCOSIDADE
38741;TRIMETIL PENTANILA DIISOBUTIRATO;PLASTIFICADOR
80389;TRIMETIL PENTAFENIL TRISILOXANO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
93492;IODETO DE TRIMETIL FITOESFINGOSINA;CONDICIONADOR DE CABELO, HUMECTANTE, CONDICIONADOR DE PELE, PROTETOR DE PELE
96802;TRIMETHYL TRIFLUOROMETHYLINDOLINO PIPERIDINYLSPIRONAPHTHOOXAZINE;CORANTE
