COSING Ref No;INCI name;Function
60126;TEA-DIETHANOLAMINOETHYL POLYISOBUTENYLSUCCINATE;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
60127;TEA-DIMETHICONE PEG-7 PHOSPHATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
60128;TEA-DIRICINOLEATE;FILM FORMING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
60129;TEA-DIRICINOLEATE/IPDI COPOLYMER;BUFFERING, FILM FORMING, HAIR CONDITIONING
80634;TEA-DODECYLBENZENESULFONATE;CLEANSING, FOAMING, SURFACTANT - CLEANSING
38498;TEA-EDTA;CHELATING
60130;TEA-GLYCERYL DIMALEATE;HAIR CONDITIONING
38499;TEA-HYDROCHLORIDE;VISCOSITY CONTROLLING
60131;TEA-HYDROGENATED COCOATE;CLEANSING, SURFACTANT - CLEANSING
60132;TEA-HYDROGENATED TALLOWOYL GLUTAMATE;CLEANSING, HAIR CONDITIONING, SURFACTANT - CLEANSING
80637;TEA-HYDROIODIDE;BUFFERING, SKIN CONDITIONING
80638;TEA-ISOSTEARATE;CLEANSING, HAIR CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
80639;TEA-ISOSTEAROYL HYDROLYZED COLLAGEN;CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING
38504;TEA-LACTATE;HUMECTANT, SKIN CONDITIONING
80641;TEA-LANETH-5 SULFATE;SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
80642;TEA-LAURAMINOPROPIONATE;ANTISTATIC, CLEANSING, HAIR CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING
80643;TEA-LAURATE;FOAMING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
60133;TEA-LAURATE/MYRISTATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
80644;TEA-LAURETH SULFATE;CLEANSING, FOAMING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
60134;TEA-LAURETH-4 PHOSPHATE;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
80645;TEA-LAUROYL COLLAGEN AMINO ACIDS;CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING
38510;TEA-LAUROYL GLUTAMATE;CLEANSING, HAIR CONDITIONING, SURFACTANT - CLEANSING
80647;TEA-LAUROYL HYDROLYZED COLLAGEN;CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING
80648;TEA-LAUROYL KERATIN AMINO ACIDS;ANTISTATIC, CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING
38513;TEA-LAUROYL LACTYLATE;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
91438;TEA-LAUROYL METHYL BETA-ALANINATE;SURFACTANT - CLEANSING
38514;TEA-LAUROYL METHYLAMINOPROPIONATE;CLEANSING, SURFACTANT - CLEANSING
80663;TEA-LAUROYL SARCOSINATE;ANTISTATIC, CLEANSING, FOAMING, HAIR CONDITIONING, SURFACTANT - CLEANSING
60170;TEA-LAUROYL/MYRISTOYL ASPARTATE;CLEANSING, HAIR CONDITIONING, SURFACTANT - CLEANSING
89530;TEA-LAURYL ASPARTATE;SURFACTANT - CLEANSING
38516;TEA-LAURYL ETHER;ANTISTATIC
60171;TEA-LAURYL PHOSPHATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING
38517;TEA-LAURYL SULFATE;CLEANSING, FOAMING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
80666;TEA-MYRISTAMINOPROPIONATE;ANTISTATIC, CLEANSING, FOAMING, HAIR CONDITIONING, SURFACTANT - CLEANSING
38519;TEA-MYRISTATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
80668;TEA-MYRISTOYL HYDROLYZED COLLAGEN;ANTISTATIC, CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING
89531;TEA-MYRISTYL ASPARTATE;CLEANSING, SURFACTANT - CLEANSING
38521;TEA-OLEATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
80670;TEA-OLEOYL HYDROLYZED COLLAGEN;ANTISTATIC, CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING
80671;TEA-OLEOYL SARCOSINATE;ANTISTATIC, CLEANSING, FOAMING, HAIR CONDITIONING, SURFACTANT - CLEANSING
80672;TEA-OLEYL SULFATE;CLEANSING, FOAMING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
80673;TEA-PALM KERNEL SARCOSINATE;ANTISTATIC, CLEANSING, FOAMING, HAIR CONDITIONING, SURFACTANT - CLEANSING
38526;TEA-PALMITATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
80675;TEA-PCA;HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING
38528;TEA-PEG-3 COCAMIDE SULFATE;CLEANSING, FOAMING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, SURFACTANT - HYDROTROPE
60172;TEA-PEG-50 HYDROGENATED CASTOR OIL SUCCINATE;SURFACTANT - EMULSIFYING
91182;TEA-PERFLUOROHEXYL ETHYLPHOSPHATES;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
38529;TEA-PHENYLBENZIMIDAZOLE SULFONATE;UV ABSORBER, UV FILTER
91624;TEA-PHOSPHOADENOSINE PHOSPHOSULFATE;HAIR CONDITIONING
80678;TEA-POLYPHOSPHATE;CHELATING, SURFACTANT - EMULSIFYING
80679;TEA-ROSINATE;CLEANSING, SURFACTANT - CLEANSING, VISCOSITY CONTROLLING
38532;TEA-SALICYLATE;LIGHT STABILIZER, PRESERVATIVE, UV FILTER
38533;TEA-SORBATE;ANTIMICROBIAL, PRESERVATIVE
38534;TEA-STEARATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
38535;TEA-SULFATE;BUFFERING
38536;TEA-TALLATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
91439;TEA-TAURINE LAUROYL METHYL BETA-ALANINATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING
97317;TEA-TAURINE LAURYL ASPARTATE;HAIR CONDITIONING, SURFACTANT - CLEANSING
97320;TEA-TAURINE MYRISTYL ASPARTATE;HAIR CONDITIONING, SURFACTANT - CLEANSING
38537;TEA-TRIDECYLBENZENESULFONATE;CLEANSING, SURFACTANT - CLEANSING
38538;TEA-UNDECYLENATE;PRESERVATIVE, SURFACTANT - CLEANSING
80687;TEA-UNDECYLENOYL HYDROLYZED COLLAGEN;ANTI-SEBORRHEIC, ANTISTATIC, CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING
60173;TECOMA CURIALIS BARK EXTRACT;SKIN CONDITIONING
60174;TECOMA LAPACHO BARK EXTRACT;SKIN CONDITIONING
86985;TECTONA GRANDIS WOOD EXTRACT;SKIN CONDITIONING
93750;TELFAIRIA PEDATA OIL;SKIN CONDITIONING
38541;TELMESTEINE;ANTIOXIDANT
93968;TELOPEA SPECIOSISSIMA FLOWER/LEAF EXTRACT;ANTIOXIDANT, BLEACHING, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING
83618;TELOSMA CORDATA FLOWER EXTRACT;HUMECTANT
91757;TENACIBACULUM DISCOLOR FERMENT EXTRACT;HUMECTANT, SKIN CONDITIONING
96102;TENACIBACULUM JEJUENSE/OAT BRAN EXTRACT/VOLCANIC ASH EXTRACT FERMENT FILTRATE;SKIN CONDITIONING
84070;TEPHROSIA PURPUREA LEAF EXTRACT;SKIN CONDITIONING
60175;TEPHROSIA PURPUREA SEED EXTRACT;SKIN CONDITIONING
83492;TEPRENONE;SKIN CONDITIONING
41117;TEPYL ACETATE;PERFUMING
93357;TERBIUM CHLORIDE;SKIN PROTECTING
91175;TERBIUM NITRATE;COLORANT
89485;TEREPHTHALALDEHYDE;PRESERVATIVE
80690;TEREPHTHALIC ACID/ISOPHTHALIC ACID/SODIUM ISOPHTHALIC ACID SULFONATE/GLYCOL COPOLYMER;FILM FORMING, HAIR FIXING
38544;TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID;LIGHT STABILIZER, UV ABSORBER, UV FILTER
60177;TERMINALIA ARJUNA BARK;SKIN PROTECTING
60178;TERMINALIA ARJUNA BARK EXTRACT;SKIN CONDITIONING
91353;TERMINALIA ARJUNA BARK OIL;HAIR CONDITIONING
82576;TERMINALIA ARJUNA BARK POWDER;SKIN CONDITIONING
60179;TERMINALIA ARJUNA EXTRACT;SKIN CONDITIONING
89576;TERMINALIA ARJUNA FRUIT EXTRACT;SKIN CONDITIONING
60180;TERMINALIA BELLERICA FRUIT;ASTRINGENT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
60181;TERMINALIA BELLERICA FRUIT EXTRACT;ANTIMICROBIAL, ASTRINGENT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
60182;TERMINALIA BELLERICA FRUIT POWDER;SKIN CONDITIONING
83862;TERMINALIA BELLERICA FRUIT WATER;SKIN CONDITIONING
91354;TERMINALIA BELLIRICA FRUIT OIL;HAIR CONDITIONING
60183;TERMINALIA CATAPPA LEAF EXTRACT;SKIN CONDITIONING
60218;TERMINALIA CHEBULA BARK EXTRACT;ASTRINGENT, SKIN CONDITIONING
60219;TERMINALIA CHEBULA EXTRACT;ASTRINGENT, SKIN CONDITIONING
60220;TERMINALIA CHEBULA FRUIT EXTRACT;SKIN CONDITIONING
91355;TERMINALIA CHEBULA FRUIT OIL;HAIR CONDITIONING
60221;TERMINALIA CHEBULA FRUIT POWDER;SKIN CONDITIONING
60222;TERMINALIA CHEBULA ROOT EXTRACT;SKIN CONDITIONING
60223;TERMINALIA FERDINANDIANA FRUIT EXTRACT;ANTIOXIDANT, BLEACHING
95790;TERMINALIA FERDINANDIANA FRUIT POWDER;ANTIOXIDANT
92092;TERMINALIA FERDINANDIANA SEED OIL;ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING
80710;TERMINALIA SERICEA BARK/ROOT EXTRACT;ASTRINGENT, SKIN CONDITIONING
41507;TERPENE ALCOHOLS ACETATES;PERFUMING
41508;TERPENE HYDROCARBONS;PERFUMING
41509;TERPENES AND TERPENOIDS;PERFUMING
41510;TERPENES AND TERPENOIDS SINPINE;PERFUMING
80711;TERPINEOL;FRAGRANCE, PERFUMING
80712;TERPINEOL ACETATE;FRAGRANCE
41511;TERPINOLENE;PERFUMING
41122;TERPINYL FORMATE;PERFUMING
41123;TERPINYL ISOBUTYRATE;PERFUMING
41124;TERPINYL PROPIONATE;PERFUMING
83523;TERREIN;SKIN CONDITIONING
39034;TERT-AMYLCYCLOHEXANOL;PERFUMING
39134;TERT-BUTYL DIMETHYL ACETOPHENONE;PERFUMING
39145;TERT-BUTYL ISOPENT-2-ENTHIOATE;PERFUMING
39144;TERT-BUTYL ISOPENTANETHIOATE;PERFUMING
39139;TERT-BUTYLHYDROQUINONE DIMETHYLETHER;PERFUMING
39170;TERT-BUTYLQUINOLINE;PERFUMING
38549;TESTICULAR EXTRACT;SKIN CONDITIONING
60224;TESTICULAR HYDROLYSATE;SKIN CONDITIONING
85217;TESTOSTERONE;SKIN CONDITIONING
94523;TETRA GERANYL/METHYLDECENYL SILICATE;HAIR CONDITIONING, SKIN CONDITIONING
97666;TETRA(T-BUTOXYCARBONYL) ACETYL HEXAPEPTIDE-8 AMIDE BIS(METHYL ESTER);SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
87409;TETRAACETOXYCHALCONE;SKIN PROTECTING
60225;TETRAACETYLPHYTOSPHINGOSINE;HAIR CONDITIONING, SKIN CONDITIONING
60226;TETRAAMINOPYRIMIDINE SULFATE;HAIR DYEING
94023;TETRABAENA SOCIALIS EXTRACT;HUMECTANT
60227;TETRABROMOPHENOL BLUE;HAIR DYEING
80714;TETRABUTOXYPROPYL TRISILOXANE;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
38551;TETRABUTYL AMMONIUM BROMIDE;ANTIMICROBIAL, ANTISTATIC
60228;TETRABUTYL ETHYLIDENEBISPHENOL;ANTIOXIDANT
60229;TETRABUTYL PHENYL HYDROXYBENZOATE;ANTIOXIDANT
95604;TETRACARBOXYMETHYL DIHYDROXYBENZOYL DIPEPTIDE-12;SKIN CONDITIONING
87410;TETRACARBOXYMETHYL DIPEPTIDE-12;HUMECTANT
95602;TETRACARBOXYMETHYL HEXANOYL DIPEPTIDE-12;SKIN CONDITIONING
95603;TETRACARBOXYMETHYL LAUROYL DIPEPTIDE-12;SKIN CONDITIONING
91604;TETRACARBOXYMETHYL NARINGENINCHALCONE;SKIN CONDITIONING
94855;TETRACARBOXYMETHYL PALMITOYL DIPEPTIDE-12;SKIN CONDITIONING
41125;TETRADECANE;PERFUMING
80716;TETRADECENE;SKIN CONDITIONING - EMOLLIENT, SOLVENT, VISCOSITY CONTROLLING
96740;TETRADECENYL OLEYLSUCCINAMIDE;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING
96741;TETRADECENYL STEARYLSUCCINAMIDE;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING
86387;TETRADECYL AMINOBUTYROYLVALYLAMINOBUTYRIC UREA TRIFLUOROACETATE;SKIN CONDITIONING
87168;TETRADECYL/HEXADECYL C18-20 HYDROXYALKYL ACID;SKIN PROTECTING
60230;TETRADECYLEICOSANOIC ACID;EMULSION STABILISING, VISCOSITY CONTROLLING
38553;TETRADECYLEICOSANOL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
38554;TETRADECYLEICOSYL STEARATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
60231;TETRADECYLOCTADECANOIC ACID;EMULSION STABILISING, VISCOSITY CONTROLLING
38555;TETRADECYLOCTADECANOL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
60232;TETRADECYLOCTADECYL BEHENATE;BINDING, EMULSION STABILISING, FILM FORMING, OPACIFYING, SKIN CONDITIONING
83896;TETRADECYLOCTADECYL HEXYLDECANOATE;SKIN CONDITIONING - EMOLLIENT
60233;TETRADECYLOCTADECYL MYRISTATE;BINDING, EMULSION STABILISING, FILM FORMING, OPACIFYING, SKIN CONDITIONING
60234;TETRADECYLOCTADECYL STEARATE;BINDING, EMULSION STABILISING, FILM FORMING, OPACIFYING, SKIN CONDITIONING
60235;TETRADECYLPROPIONATES;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
95333;TETRADESMUS OBLIQUUS EXTRACT;SKIN CONDITIONING
95055;TETRAETHYL ORTHOSILICATE;NOT REPORTED
89225;TETRAFLUOROPROPENE;PROPELLANT
82836;TETRAGONIA TETRAGONOIDES EXTRACT;ANTIMICROBIAL, ASTRINGENT, SKIN CONDITIONING
80720;TETRAHEXYLDECYL ASCORBATE;ANTIOXIDANT, SKIN CONDITIONING
41029;TETRAHYDRO-2-ISOBUTYL-4-METHYL-2H-PYRAN;PERFUMING
41038;TETRAHYDRO-4-METHYLQUINOLINE;PERFUMING
41031;TETRAHYDRO-5-ISOPROPENYL-2-METHYL-2-VINYLFURAN;PERFUMING
41039;TETRAHYDRO-6-METHYLQUINOLINE;PERFUMING
60237;TETRAHYDRO-6-NITROQUINOXALINE;HAIR DYEING, LIGHT STABILIZER
41049;TETRAHYDRO-6-PENT-2-ENYL-PYRAN-2-ONE;PERFUMING
41048;TETRAHYDRO-6-PENT-3-ENYL-PYRAN-2-ONE;PERFUMING
41023;TETRAHYDRO-DIMETHYL-BENZOFURAN-2-ONE;PERFUMING
41127;TETRAHYDRO-DIMETHYLBENZOFURAN;PERFUMING
41024;TETRAHYDRO-DIMETHYLNAPHTHYL-PROPAN-1-ONE;PERFUMING
41027;TETRAHYDRO-HEXAMETHYL-AS-INDACEN-3-ONE;PERFUMING
41033;TETRAHYDRO-METHYL-METHYLENE-PHENYL-PYRAN;PERFUMING
41034;TETRAHYDRO-METHYL-METHYLPROPENYL-PYRAN;PERFUMING
41035;TETRAHYDRO-METHYL-METHYLPROPYL)-PYRAN-4-OL;PERFUMING
41036;TETRAHYDRO-METHYL-PHENYL-PYRAN;PERFUMING
41037;TETRAHYDRO-METHYL-PROPYL-PYRAN-4-OLACETATE;PERFUMING
41126;TETRAHYDRO-P-CRESYLOXYPYRAN;PERFUMING
41047;TETRAHYDRO-PENTAMETHYL-2-NAPHTHALENECARBALDEHYDE;PERFUMING
41051;TETRAHYDRO-PENTYLFURFURYL ACETATE;PERFUMING
41052;TETRAHYDRO-TRIMETHYL-5-VINYLFURAN-2-METHANOL;PERFUMING
41053;TETRAHYDRO-TRIMETHYL-VINYL-PYRAN;PERFUMING
60238;TETRAHYDROBISDEMETHOXYDIFERULOYLMETHANE;ANTIOXIDANT, ORAL CARE, SKIN CONDITIONING
97076;TETRAHYDROCURCUMIN;ANTIOXIDANT
60239;TETRAHYDROCURCUMIN DIACETATE;ANTIOXIDANT, BLEACHING, SKIN PROTECTING, UV ABSORBER
60240;TETRAHYDRODEMETHOXYDIFERULOYLMETHANE;ANTIOXIDANT, ORAL CARE, SKIN CONDITIONING
38557;TETRAHYDRODIFERULOYLMETHANE;ANTIOXIDANT
80722;TETRAHYDROFURFURYL ACETATE;FRAGRANCE, SOLVENT
80723;TETRAHYDROFURFURYL ALCOHOL;FRAGRANCE, SOLVENT
87154;TETRAHYDROFURFURYL METHACRYLATE;FILM FORMING
80724;TETRAHYDROFURFURYL RICINOLEATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
41025;TETRAHYDROGERANIAL;PERFUMING
41028;TETRAHYDROINDENO-DIOXIN;PERFUMING
41030;TETRAHYDROISOOCIMENOL;PERFUMING
88642;TETRAHYDROJASMONIC ACID ;ABRASIVE, SKIN CONDITIONING
41032;TETRAHYDROLINALOOL;PERFUMING
83036;TETRAHYDROMAGNOLOL;SKIN CONDITIONING
41040;TETRAHYDROMUGOL;PERFUMING
41041;TETRAHYDROMUGYL ACETATE;PERFUMING
41042;TETRAHYDROMYRCENYL ACETATE;PERFUMING
41043;TETRAHYDRONAPHTHALENE-1-ACETALDEHYDE;PERFUMING
41044;TETRAHYDRONAPHTHALENE-1-ETHANOL;PERFUMING
41045;TETRAHYDRONAPHTHALENE-2-ETHANOL;PERFUMING
41046;TETRAHYDRONAPHTHALENOL;PERFUMING
93366;TETRAHYDROPALMATINE HCL;ANTIOXIDANT, REDUCING
60241;TETRAHYDROPIPERINE;SKIN CONDITIONING
94206;TETRAHYDROPYRANYL RESORCINOL;ANTIOXIDANT, SKIN CONDITIONING
94661;TETRAHYDROPYRANYLAMINO DIOXOTHIOMORPHOLINOMETHYL PHENYLINDOLE;ANTIOXIDANT, SKIN PROTECTING
94660;TETRAHYDROPYRANYLMETHYLAMINO DIOXOTHIOMORPHOLINOMETHYL PHENYLINDOLE;ANTIOXIDANT, SKIN PROTECTING
92915;TETRAHYDROPYRANYLOXY PHENOL ;BLEACHING
89866;TETRAHYDROXYBUTYL TIMONACIC;ANTIOXIDANT
80725;TETRAHYDROXYETHYL ETHYLENEDIAMINE;BUFFERING, CHELATING
38562;TETRAHYDROXYPROPYL ETHYLENEDIAMINE;CHELATING
60242;TETRAHYDROXYPROPYL ETHYLENEDIAMINE DIOLEATE;CHELATING
60243;TETRAMETHRIN;ANTIMICROBIAL
40504;TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES;FRAGRANCE, PERFUMING, SKIN CONDITIONING
60244;TETRAMETHYL CYCLOPENTENE BUTENOL;FRAGRANCE
84632;TETRAMETHYL DECYNEDIOL;CLEANSING, SURFACTANT - CLEANSING
60245;TETRAMETHYL HEXAPHENYL TETRASILOXANE;SKIN CONDITIONING
90627;TETRAMETHYL PYRAZOLYLPYRIMIDINE HCL;SKIN CONDITIONING
80727;TETRAMETHYL TETRAPHENYL TRISILOXANE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
41062;TETRAMETHYL-1-HEXADECEN-3-OL;PERFUMING
41070;TETRAMETHYL-1-OXASPIRO-6-DECENE;PERFUMING
41057;TETRAMETHYL-3-CYCLOHEXENE-1-METHYL FORMATE;PERFUMING
41059;TETRAMETHYL-3-CYCLOPENTENEBUTANOL;PERFUMING
41060;TETRAMETHYL-4,8-DECADIENENITRILE;PERFUMING
41066;TETRAMETHYL-4-METHYLENE-2-HEPTANOL;PERFUMING
41067;TETRAMETHYL-4-METHYLENEHEPTAN-2-ONE;PERFUMING
41071;TETRAMETHYL-5-OXATRICYCLODODECANE;PERFUMING
41061;TETRAMETHYL-HEXADECATETRAEN-3-OL;PERFUMING
41069;TETRAMETHYL-OCTANAL;PERFUMING
38565;TETRAMETHYLAMMONIUM CHLORIDE;VISCOSITY CONTROLLING
41055;TETRAMETHYLBICYCLO-2-HEPTENE-2-PROPIONALDEHYDE;PERFUMING
83123;TETRAMETHYLBUTYL DIHYDROXYBENZAMIDE;ANTIOXIDANT, BLEACHING, SKIN PROTECTING
82228;TETRAMETHYLCHROMANOL GLUCOSIDE;ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING
41056;TETRAMETHYLCYCLOHEXANEPROPANOL;PERFUMING
41058;TETRAMETHYLCYCLOHEXENE-1-PROPANOL;PERFUMING
90871;TETRAMETHYLDECENEDIONE;BLEACHING, CHELATING
41064;TETRAMETHYLHEXADEC-2-ENYL ACETATE;PERFUMING
41065;TETRAMETHYLHEXANAL;PERFUMING
41068;TETRAMETHYLNONA-6,8-DIEN-3-ONE;PERFUMING
60247;TETRAMETHYLOLGLYCOLURIL;ANTIMICROBIAL
41072;TETRAMETHYLPYRAZINE;PERFUMING
60248;TETRANDRINE;SKIN CONDITIONING
95517;TETRAPANAX PAPYRIFER EXTRACT;HUMECTANT, NAIL CONDITIONING, SKIN PROTECTING
60249;TETRAPEPTIDE-1;SKIN CONDITIONING
83398;TETRAPEPTIDE-10;SKIN CONDITIONING
84109;TETRAPEPTIDE-11;SKIN CONDITIONING
84185;TETRAPEPTIDE-12;SKIN CONDITIONING
85275;TETRAPEPTIDE-13;SKIN CONDITIONING
85457;TETRAPEPTIDE-14;SKIN CONDITIONING
85458;TETRAPEPTIDE-15;SKIN CONDITIONING
85460;TETRAPEPTIDE-16;SKIN CONDITIONING
85461;TETRAPEPTIDE-17;SKIN CONDITIONING
85466;TETRAPEPTIDE-18;SKIN CONDITIONING
85467;TETRAPEPTIDE-19;SKIN CONDITIONING
60250;TETRAPEPTIDE-2;SKIN CONDITIONING
85468;TETRAPEPTIDE-20;SKIN CONDITIONING
85470;TETRAPEPTIDE-21;SKIN CONDITIONING
87411;TETRAPEPTIDE-22;SKIN CONDITIONING
85331;TETRAPEPTIDE-23;SKIN CONDITIONING
87412;TETRAPEPTIDE-24;SKIN CONDITIONING
88651;TETRAPEPTIDE-25;SKIN CONDITIONING
88336;TETRAPEPTIDE-26;SKIN CONDITIONING
88785;TETRAPEPTIDE-27;SKIN CONDITIONING
88921;TETRAPEPTIDE-28 ;SKIN CONDITIONING
88526;TETRAPEPTIDE-28 ARGININAMIDE;HAIR CONDITIONING
88922;TETRAPEPTIDE-29 ;SKIN CONDITIONING
88926;TETRAPEPTIDE-29 ARGININAMIDE;HAIR CONDITIONING
60251;TETRAPEPTIDE-3;SKIN CONDITIONING
88932;TETRAPEPTIDE-30;SKIN CONDITIONING, SKIN PROTECTING
89983;TETRAPEPTIDE-31;SKIN CONDITIONING
90103;TETRAPEPTIDE-32;HAIR CONDITIONING, SKIN PROTECTING
90256;TETRAPEPTIDE-33;ANTIOXIDANT, SKIN CONDITIONING
89543;TETRAPEPTIDE-34;SKIN CONDITIONING
89605;TETRAPEPTIDE-35;SKIN CONDITIONING
90445;TETRAPEPTIDE-36;SKIN CONDITIONING
90446;TETRAPEPTIDE-37;SKIN CONDITIONING
90447;TETRAPEPTIDE-38;SKIN CONDITIONING
91771;TETRAPEPTIDE-38 HEXAPEPTIDE-40 DECAPEPTIDE-27 OLIGOPEPTIDE-91 DIPEPTIDE-19 SH-POLYPEPTIDE-80;ANTIOXIDANT, SKIN CONDITIONING
90791;TETRAPEPTIDE-39;SKIN CONDITIONING
94306;TETRAPEPTIDE-39 HEXAPEPTIDE-40 NONAPEPTIDE-20 SR-SPIDER POLYPEPTIDE-3 DECAPEPTIDE-30;HAIR CONDITIONING, SKIN PROTECTING
60276;TETRAPEPTIDE-4;SKIN CONDITIONING
90866;TETRAPEPTIDE-40;SKIN CONDITIONING
90974;TETRAPEPTIDE-41;SKIN CONDITIONING
90915;TETRAPEPTIDE-42;SKIN CONDITIONING
91676;TETRAPEPTIDE-43;SKIN CONDITIONING
92325;TETRAPEPTIDE-44;SKIN CONDITIONING
95912;TETRAPEPTIDE-44 NICOTINATE;SKIN CONDITIONING
92275;TETRAPEPTIDE-45;SKIN CONDITIONING
93246;TETRAPEPTIDE-46;SKIN CONDITIONING
93194;TETRAPEPTIDE-47;SKIN CONDITIONING
93553;TETRAPEPTIDE-48;SKIN CONDITIONING
94012;TETRAPEPTIDE-49;SKIN CONDITIONING
60277;TETRAPEPTIDE-5;SKIN CONDITIONING
94104;TETRAPEPTIDE-50;SKIN CONDITIONING
94361;TETRAPEPTIDE-51;SKIN CONDITIONING
94548;TETRAPEPTIDE-52;SKIN CONDITIONING
94495;TETRAPEPTIDE-53;SKIN CONDITIONING
94496;TETRAPEPTIDE-54;SKIN CONDITIONING
94498;TETRAPEPTIDE-55;SKIN CONDITIONING
95006;TETRAPEPTIDE-56;SKIN CONDITIONING
95066;TETRAPEPTIDE-56 DIMER;SKIN CONDITIONING
95007;TETRAPEPTIDE-57;SKIN CONDITIONING
95067;TETRAPEPTIDE-57 DIMER;SKIN CONDITIONING
95010;TETRAPEPTIDE-58;SKIN CONDITIONING
95072;TETRAPEPTIDE-58 DIMER;SKIN CONDITIONING
95014;TETRAPEPTIDE-59;SKIN CONDITIONING
95076;TETRAPEPTIDE-59 DIMER;SKIN CONDITIONING
60278;TETRAPEPTIDE-6;SKIN CONDITIONING
95134;TETRAPEPTIDE-60;SKIN CONDITIONING
95306;TETRAPEPTIDE-61;ANTIOXIDANT, ANTIPLAQUE, HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING
95345;TETRAPEPTIDE-62;SKIN CONDITIONING
95226;TETRAPEPTIDE-62 NORLEUCYL OLIGOPEPTIDE-149;ANTIOXIDANT
95506;TETRAPEPTIDE-63;SKIN CONDITIONING
95427;TETRAPEPTIDE-63 ACETATE;SKIN CONDITIONING
95573;TETRAPEPTIDE-64;SKIN CONDITIONING
95575;TETRAPEPTIDE-65;SKIN CONDITIONING
95785;TETRAPEPTIDE-66;NOT REPORTED
96033;TETRAPEPTIDE-67;NOT REPORTED
95895;TETRAPEPTIDE-67 DIMER;SKIN CONDITIONING
96339;TETRAPEPTIDE-68;SKIN CONDITIONING
96437;TETRAPEPTIDE-69;NOT REPORTED
60279;TETRAPEPTIDE-7;SKIN CONDITIONING
96622;TETRAPEPTIDE-70;NOT REPORTED
96625;TETRAPEPTIDE-71;NOT REPORTED
97573;TETRAPEPTIDE-72;NOT REPORTED
97639;TETRAPEPTIDE-73;SKIN CONDITIONING
98219;TETRAPEPTIDE-74;NOT REPORTED
